puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,region,league
tXEH2XJQ4vjn9yb3KYj4ACVP16HdC0aC-Um0ravHpGLd2ayrim4o_6ykzw3AFqWJPA_pr5UXzSRbAA,309,I,46,31,False,False,False,False,kr,master
bfPr70j9HWAxNkRme0zMI2CReBg4MR0ReApfGmX64bIrj5B6jGmp3vJqAck0SXDb7CwRvzK5cyczrg,309,I,43,37,False,False,False,False,kr,master
Br4epml6dHxsr6kC0lVTYz8Ahk5foYFKiegyEP49zvaZY-vs-hmE--wHFxS3Yg2zMtfcfHsEg4s6OQ,309,I,42,38,False,False,False,False,kr,master
PZ2rSzypl_T3QpN3xhFLk29NtL1gfrQ6-KihMUIAGqsCzOIj4z4RXnpxjwfTN7D3nP80yIG01rXwVg,309,I,38,19,False,False,False,True,kr,master
BGuh1TyWCbs6vWVVDQ7PZNW05HrnUAPF0KEFIsfXCi8pmEW0SJR6DVyGis1CyllRlr4_v34c-CjZhQ,309,I,35,29,False,False,False,True,kr,master
_aTfp2UBN2nmaUn0nHAlH3ZSB0XEbx6tVoiKrqjH6m7aQ4XHcRKYJ5cb_b58oXu6cxRTbNb66t2Wpw,308,I,196,183,False,False,False,False,kr,master
YlTaCIgzLhCD0XRcdVOtDbhibTZ3OjSB-FAGB2Sqe3pECAZ9CzzSM0UNLvawRGAQefh5w7t6ilBpQg,308,I,176,197,True,False,False,False,kr,master
vHPFZcZzxKGWIDrb2qpvn5Fk_c8PXdBXB5fMIpahB-mGl5HvkUL_WpNzOR9ScOa4pvf4cbuD_kPP2A,308,I,173,160,True,False,False,False,kr,master
y3QOaY8H-Ya2p2-esRAssxRfrR0E0ZfZzVeYTAAPkU765EHENQZ6UGIPjkbDO6NaLP254gb-Jzsbww,308,I,160,138,True,False,False,False,kr,master
qw-HR8wcugl8wrH3kH9ZpVD9ZmfK02_qR57flHKVe8nOwNLuDDpmrX5TtAKbeaesJWOETJlqVEcU0A,308,I,143,124,True,False,False,False,kr,master
3d36TSaqw1uJZx1QeXYsRZG8681K2sBuzL1AeEz1rHDisyjT4AzwTvmM94lKjq-2IgNywu9KbV17dg,308,I,143,137,True,False,False,False,kr,master
B3UHwci0BEJuH8ginQ6cNzL7b9aYil5bvXY0w7-1rnouX7Ofs75rlXl4BbjD8pvJI13bg-20S9Z-Wg,308,I,142,120,True,False,False,False,kr,master
j0zotigUyoM1ULFCPIhlmFACZVrNIRnegPOi1torqNbZqUdR4r6KFr3aC6w9uS0ztkznmH7oLBHtHQ,308,I,136,145,True,False,False,False,kr,master
LK-PPQJqu9aEP6GhZZMTNmQbDsARkf4Opg8mHvdPCaQFTwJpNYDA1Ee4cD0v94LvmxS_0N5ljfooTw,308,I,133,120,True,False,False,False,kr,master
Ib98MaQD8lQfZqpSj61P2oZ3OVsyAdPEzeuzfGvj2s1tiHOnVNdlzDU2oSvlashtsFkkfnjCy_4mPw,308,I,130,117,False,False,True,False,kr,master
yP-D8M_4aAe19P9gL0l0Ms57TvYZfBhJXiMp50R526O2lynquCyzFIEIf7DVSWKHFDJAG65u1YbJeA,308,I,129,119,False,False,False,False,kr,master
VhoSyRVqNoN5YUTelbFdLubNT0FCs4dSHnl-_7TFpBlsdE5uctNpLx_J77xGZl_gzR9wyWhjeXuBow,308,I,127,109,False,False,True,False,kr,master
Q52WmKn-mXr63MJY93IZNYO00ZNlaRw8AWQU-81uiQPyRjL7UI4x5KzcJzU0-D7W65hV_S1i2VJziA,308,I,121,101,False,False,False,False,kr,master
1w4_jD3331gOcrHBott2dvTYZFZKh_MeLaHW_6LAtBAL9sb3wwoM30BIl1cusDswn03XtuhsOsWwyg,308,I,110,71,False,False,False,True,kr,master
PUlJcbbT5-DJL4FIpbCOFBHx9ukq2x67IS7SxP30fJ50FVfKwNSeVJ0lnSWcERdbB1y1bAQSmqmTLA,308,I,104,95,True,False,False,False,kr,master
uYWAda4-EVW9PCJg6ooHl7VjKVGi2gyubU8ke5TYJgysz8pNdBSDx_v-Lgpt3MWQPwZXOanbEkWrZg,308,I,103,99,True,False,False,False,kr,master
O3e3v3t96lSShWz_xugp3W7IFh5tSiScB1_gfvSHdbmsb33ABsvbVOUn6C4TFHKp5HBl3hd6MQHmmg,308,I,101,88,True,False,False,False,kr,master
DcFBtJa_bin5Hp1zgBIgD-5xjeEBdCKYMhDEQuRqmfBt6ZJpLGRGslGEdRQ-4lvF9ycvwlibw6qoHg,308,I,89,91,True,False,False,True,kr,master
JvSE9rD0h3sF4PvOa9N4vz2E6ouBhaLlhH1UzsbXou3rdeluUjBBvsVX8H_ImCOoRNWdaN6yh0h8fA,308,I,87,62,False,False,False,False,kr,master
tjbhbR91hktY3UEG9Q4Rf17N6JuDfe8akFM03eogdUfs5NqkmUB5fS1UgnccEYGqgirUwve2P6NgFw,308,I,86,89,True,False,False,False,kr,master
v7_1-jPtSffHRdsVUexjUnJ2LGHPco-7sqIJgBhHCkbunAWZrqhk4H-iE3PBmifFZg-iyTgW9-_NXw,308,I,72,57,False,False,False,False,kr,master
RW_7eUutbTnay-zbHPSdsv99XB20X_87vRYVFyaicsoewAGsO_j-Png-G10UKhUqoNrD_vV46Otz7w,308,I,70,74,True,False,False,False,kr,master
5-RMSIapnmmZDU6ISg6hJojdDZyN0XuMrLy0MdAS_4f-9S_b2f2qIPaS9-3L9D_KnTr4yF0fZpswKg,308,I,68,59,False,False,False,True,kr,master
MireMVK0Ze3AoNjvSS9jCweDht6IHcZ47kdNgp3wfmprfxD8vqYewBOiHDWvyOkFqFN0NvlCjtotFw,308,I,64,59,False,False,False,False,kr,master
nVVXOP6f9mr6zjqVsAFSv1A5bH0rViCG0bs7bt1aG_je0vOr_1DxLODoYg7pNmV02LLVFunOU1XD9g,308,I,54,49,False,False,False,False,kr,master
XU4bJksgjSaYqyNTrldieaEG0q1whyMPSWmgqv8mokflDE6r8iL0e3SiPoUkGxVqgLG-ZIZFmo_wLw,308,I,51,35,False,False,False,False,kr,master
geQgypVx8M_i0Ix0KwlENAtrUrxTR7oLM5cbTQ7i_h1hHXWLLmRHtLX7gOZYaNQJiOY_UYrlxeYBbw,308,I,37,22,False,False,False,False,kr,master
ZzMnQBK-1XtNK7lfZe_4ju-PpBS9CDe-36LuG0kPwOCNe_zlGzVkqsmNfzikRHDvr4s6j8U-lioElg,308,I,36,27,False,False,False,False,kr,master
cU_AeZ05q5eURKPT4C65FjoTKpouynTo65wszeQiReKmMB8xnX1lEIylW71Le3H3PwnFLYA2-KB4zw,308,I,34,25,False,False,False,False,kr,master
ZGjZo6uLuTWf1e1-1DynvW-eoRWuXD6bTIgNWteK1ySLRU8SWuQzVYUKt12OphLk9xl7ZXOkjNnQGQ,307,I,379,402,True,False,False,False,kr,master
ANy1NVmooyZwMwMeq5T5aW8o5r1YLo2AHqAnLOAp_WOqPxp5TlV188jadHmvsYZMP-BRHNb_tNVjqw,307,I,263,251,False,False,False,False,kr,master
cYyIJMbreQc2kVRixMKXVBt1m0btKbZyawTfB3RRK5IyAbR-aDw0Td1vEltyy3NpIeppwLDwwp04rw,307,I,215,179,True,False,False,False,kr,master
q3vIPCdB5d5Aww46GMf9vu9LH0sZvix4ro-YBhDQ4Q1tEYCIAfxKCfiugdYRUxiwlHrybmZZR_8-Fg,307,I,149,145,True,False,False,True,kr,master
0g5DimJEOnYAEyVm2P9JZCnWCkC7c-RGX69l6O4XUdDV7s576jGeRQX97UVg_U3vMjteYIx6ZwlCdQ,307,I,144,144,True,False,False,False,kr,master
mQcx6CXASgPPb4LlI3yCvuCD22iVw1hC_URw9WsU96Q6T8shWPPfyskJuqAkku9j0JWBxprhLfhRXQ,307,I,143,114,True,False,False,False,kr,master
DHDHpgvBMd7wZPUx2ao30Zlke-YyWk1PEk_XNTwgPIA-uYcjr9WOf1JS7o4syyGvWvLJrRxWN-XuHA,307,I,141,134,True,False,False,False,kr,master
IfrLEjL0zVWj2-3sqZl07AFWcQhuYb9EqeOOHFzgL917QsC2LmlNqZ5bEA5UHoT7mjmmLaQfM_v2yg,307,I,134,161,True,False,False,False,kr,master
XNrbjDpy8JnxV28LRrTSQSGu0QjjwKtDPXpehgqFKWndiKacNHLuiN0fcZgcPy5_ty1QxcqPhIHpow,307,I,133,97,True,False,False,False,kr,master
vXSFrCC98IvI-B4jkucJl09N_SlKvg3G2caXYBu9IOXVfwn3N3m4Nn4atGwCjgux6G_h1PdVm2qnog,307,I,131,106,False,False,False,False,kr,master
bbMoFqn9wyRDpORJ75Q8MyEcK4ieM0d7X4nCKaqjshoWCWEfLHg8t03tZI9jdl8JZWRKHg_7IKLpvA,307,I,124,124,True,False,False,True,kr,master
R5mF-MePo58gDJlwaSQqJV2LqrPg_AZC4gMVoQvzNBY5xFtSJ-X-nHdxBIJPl9nT9rKqzXicA3j3Pw,307,I,119,93,True,False,False,False,kr,master
_goCxVtNZP8TCVFEVaFqf-Q7tNTnnBi5dNP1Uc3eb4fySIuNXGnn8fCaGl6U1dHWcPDVSGE_IK-qLQ,307,I,102,105,True,False,False,False,kr,master
PWwUdH2it4XDLTMvt5dcC4Z6QJ5gPn-Sx_JwBMYsCC_omPjJTgZVIjwahMI0tkXc1lPfZjJM4IFwZw,307,I,98,106,True,False,False,False,kr,master
DcrukM6-I0CSf45PkV-fAbyPNDCu-tYC6Wa8oEWLIXsgnd8Ai3srDGjCGuGrGUTcl8qH--2S3xFkiw,307,I,83,76,True,False,False,False,kr,master
HpUGOy2_uLZgDGXGjmC2e4k7El9XeSLZde43JeT4akUyoK3aiYXDrCv2JIdXK1Sbm4vWT6UjD6XYIA,307,I,82,72,False,False,False,False,kr,master
ukfJ9-7gCnmDlJJDGAc-X-wztpjqVYEPMIdh3M6Yfw1WrOD9G7Myi1qLTRSZgwaHbh2ZBa2BZnBLsg,307,I,80,59,False,False,False,False,kr,master
pgk7HxFPRpOUjdWXGWhb9ZbgRr5vjILS8cD_NL2wOPTGLItAtyZyMuaMRpHTOKgcwNw0SnpseeXMoQ,307,I,80,89,True,False,False,False,kr,master
EfQBfBPT3DwF9QrMI6G__ACKXMLqrBhIE0MLA5JhMtdswRk-O4AkM4U113heNiCBrgFfQAK8XoU3CQ,307,I,80,91,False,False,False,True,kr,master
D19-gtlZWhMHE93Bqi_rObgADkXZZqPFxKZmU0-0fd804lFigCJTHI6Ih8z8r0FNvUOilUJyumLO_w,307,I,76,69,False,False,False,False,kr,master
D6SHalIGypMQPRFbLyyLaAVtY7rZ5mH2i0o-TnEcVWN8iydZ2fexjQwbz7DY8clKsNSAsOkzuPeSFQ,307,I,73,67,False,False,False,False,kr,master
nvXBHO9gXD83bHMS_ooFbDCeX24R6BJRHcUagdc6TeY7w6lBRLPMLvsSzwvHgMiiYw3a3xxqAdvcaA,307,I,69,60,False,False,False,False,kr,master
hyG9WWxP6ISDpcGCz1Uh9wTn_MAI7nIByB6zZ6z3Jghej-fCu3G3yeXXb3IuHFZJusouLlRB2lz84Q,307,I,66,65,False,False,False,False,kr,master
ky2CgLGCi8cTw-hp9uaQF4yQKVJMFnodSpm37HsFSH77ljDpnTRwy6Dl8rdKGwseOkPYeGkNUHcqCw,307,I,61,67,False,False,False,False,kr,master
ZIYChZKfwV_RNKUzsZPMJBeenWsIqe3xWk9-9CW9Ddt3P90rEAE2g-Zt7YVvm1apM8vFkPB4-x8-Cw,307,I,58,52,False,False,False,False,kr,master
73R5hyA6SbyiLW7laviY7tUxA-ch5Wk5m5Fw3oDwlUOVesuR-dhDgcuKvC0GukuDrWqL6BXe1qKmGg,307,I,56,49,False,False,False,False,kr,master
saXbPS7KVtNZk4MiLYGB_vBS-Ni4n5Y2YeOa-y3CseA00h84xSzRyNvFB4cU4yeGRqJqTSq3qAZDSA,307,I,50,36,False,False,False,False,kr,master
gXUMDtXcLAanINdPeHE2hR-SpAHm1HVJ-h7f6dAd0I-2kZQpZ-jD7DjcuUs1AzmhU2QlkVqS82I1rg,307,I,46,45,False,False,False,False,kr,master
HircLkNrwGSfTkB4d5hqTKIelC9l_OdUxBIJEvUlOUlvc-PWkupSpllOBcqDVMfC6YuKQBPKyLxe8A,307,I,45,46,False,False,False,False,kr,master
gQcMCJGSZHUcDA8eovdK_ix92C3-TEBbqHWEsjEhfXm1liYWmyWipAVUrSW22odDx3NbESL5ICUcKg,307,I,38,31,False,False,False,False,kr,master
BjSIKTMw3roLSSNojQT2HjwIUtyEwQwgfg79vS5joz04K5dG4PugSHAbRArb-ZUR-rZqnk0I16uIFA,307,I,33,21,False,False,False,True,kr,master
O4CwF0PbsozCaPqO6cSz-SfywYv7muPrVSEkgSEEACiuovIq_YeKYUR2M77N1WHft_upQy5mlvx6dQ,306,I,359,391,True,False,False,True,kr,master
aPflGGxYbHQBQhFbMiGIKpTl-th2peVj_bNFQXSTTk2SBpJ4qLb8mjX5EQRulK7fnvcnlYTyPMFUIg,306,I,217,201,True,False,False,False,kr,master
zkqOum5db6k5cS7KOz2HeS0LnWNZ9G-S3rM6CzcE_63CehZ0xU8N2sUjOX48iDgWsZBRMGLLin-KSQ,306,I,202,206,True,False,False,False,kr,master
Nv8wT2oy9xdrZmOiUHR0rkLAfvK2ypW1F7kLGakDVxEtsIS2TvKjGOKWnYCTwx6IbZcORTrVgBOadg,306,I,174,169,False,False,False,True,kr,master
5oFryc2xBXJAZKwovO6dkkxHzyVjUl7jAaaoJNc1wDsPOPIE--0PuOoow8yhaiWXX3QX1i9uoUG22A,306,I,173,156,False,False,True,False,kr,master
VG9_KAfCpC7kP_kuoD3FcG1mg3Knn9nS-apSvWQL0vGif3Q2lncY_YhzuD9lJxoqHD4nDurYkd76YA,306,I,172,162,True,False,False,False,kr,master
-g1PV4wcnH1mgkHG1hX2bBFzPixSlp6-WewpycZpG9_iYx2K4LeY0-nmjNb4fbmDfEcopfZ1iqCezQ,306,I,159,172,True,False,False,False,kr,master
CHPSrmU47oJbW0Rbo5Ak2U9PS-Q_ibzzicrO364rXCJwSBaWem37T6aHOgdq4jXkBKPSolk5VIcT8Q,306,I,150,170,True,False,False,False,kr,master
cgsyOxdRVy8h7bOeUCYmU3dfahIaBSDFERvknelW6I8kP7NhDjdeHJgOR9kTHM4rTIrJc3HLK-TCEA,306,I,148,146,True,False,False,False,kr,master
6puLwLfyPs0ZRC4iZJD-ywKNjCzRg8bB7O8AtzE-PvBdfOQDyb0JMwPSJ9fwwAd4q2omBvbK3uxdkA,306,I,147,106,False,False,False,True,kr,master
7mDBo1ALelfVckApYJoERDwE5XaFciOwU013zJeyYTdQ8rZHFf_uZZF234XydWVfHL76Zw0sO7NIFw,306,I,147,125,False,False,False,True,kr,master
8AfbJAx6-jChwQ20Tull4c_uISro-t5Nl0Ykd1wrpi_OecMbne1xyuzm0hvOhJKwYUybNIQRolpd8w,306,I,107,109,True,False,False,False,kr,master
SlGaSDK6TrfzOHgekYXHalLI4Vq2s8jSzQd5m_YAuWBrd50GQoRKcbTxCUhGzLI2b-5DRpVwEQQgZA,306,I,107,109,True,False,False,False,kr,master
9kUKw9qgSBYMRRHAHPJrJeGU6bFDxYHe7ZHBVHTL7xL1C_HPxU7jqARuo9fzya__IKB3CQMQ9HAQzQ,306,I,93,93,True,False,False,False,kr,master
Lift6mDIYdB7UdADN6nd843l6IM3N7Byzlh2VJiMZLCg9L23FBQNJGhvTIyaLRnAVzc6Ut7bLg3MFQ,306,I,87,89,True,False,False,True,kr,master
_o236eeiA5vTlMiJGG6v9vx0Up6xWh1SCZ1XrsArX4OC7PnKLbOlA1ieIOq6gZ3vEAKfe3QKZ0ZAcA,306,I,84,92,False,False,False,False,kr,master
xP7bWUZjtKaYh3Jc9VxdAlDdjldUjokQtXo-9gMn_muv10x7sD-gP1zDPtvH_UQyC8v2-soMjZHefw,306,I,80,76,False,False,False,False,kr,master
awtWZVT1s5B_ksDguNNcRbe3R5wjetNyGVS3rRmRAS32Gi6mCJejzkdBNOXA9uLUjm3okkeh_Z3HGA,306,I,76,69,True,False,False,False,kr,master
ZOcm8p12LiK2rl3c2sqXD8rq0aosrgc80nu4Rw4R8v3zx6S7GxIjOUAI4lvnE2Zvh0kauvt7DTwBbQ,306,I,74,73,False,False,False,True,kr,master
x9h8GbySJtiEauAfZQ90vOKPhOBz6oaH9y5vDwaibpJsllXd2EzVrrGwmUWP3xtfR0H2VyVyfVLKDg,306,I,72,39,False,False,False,False,kr,master
J1meKMbwBG5h4GM7qdvXRrxF2z04KS3Ct5322bvSjjc9K5Fk9XcS1uEVW-ZjpbZ3gJITavRv3owPHw,306,I,70,54,False,False,False,True,kr,master
1sDeMDZtD3GoxMJvvq6G9Em5laLM_NTDcIVeE5Jhn-moiYdorPhQqqEjZEygjMefWvcn1sP9r-AfBg,306,I,69,68,True,False,False,False,kr,master
ej13dbrV4WZZObv1TJxeZ-FPrJTtdyv-Du77CCfVPddEknhEJCJOHnqLLZtLWruM_HXkIDpMRYiQIg,306,I,68,58,False,False,False,False,kr,master
xbds_-AXxCDyVuwtVlepX_UP4yTcu34WWMK0Ne6MFTkvMtShBBj7uvLroRwBIe5wH-lltBjO8YthTg,306,I,68,60,False,False,False,False,kr,master
cLkigWHBkcK2b47FPjNMcT5JscnPqIzm2fV-RLeXc7RQOl84bllLbsl26dI4LjcLZev0-Xu65upnEA,306,I,67,44,False,False,False,False,kr,master
mJFz_PmOlElgjFoLlDVTLNeUXhPn2VP_E_qEhz6LFN5kSuBxE5nu4PyM_1_4bGwqJB3p5rmi6RgCsg,306,I,66,63,False,False,False,False,kr,master
M2W0RZWi_9Of3ckUW16EdZ6chpLZGM6v4afjjcEPsxFwfmCtEb0wqNuqmLEtLbMVHyoCor41ojc7Dw,306,I,60,67,False,False,False,False,kr,master
ALrcDVgw6zYeWPB5aOcFHkv7rRlE1qp5xvFpDUGaDNOUlRilh4OLVIBGVG7t5I1awn4X5E2wDBupWg,306,I,57,42,False,False,False,True,kr,master
f5LBcx19sUXX6hBSZ44kF9eKNW7y24TVKCU6K_GbFpnrFpS4r9AwdLrX8y-9xD4dadRM02co-hrOFA,306,I,57,56,False,False,False,False,kr,master
knoT0fRGtBbChjJbMeRSpueuR7U0SO8EXfqeAXw4blgbs1gn6R05rvRuiF3R9l3wSbrYCQtePoQqZA,306,I,55,51,False,False,False,False,kr,master
C4qH_nwl4W5g9Z_tUS4Ev23t1OHOl9zNo3jhFwMmMcSLxbTtc9LKbIPU4h-Zc_UEx-F0j7vvC2jryA,306,I,53,58,False,False,False,False,kr,master
TR8f7-FW7dQto75I2zKpbKJVag-QOW-8ITyMdkHcNgIYvmCAUlxbvxjcAp8buW2gWST90nhYMjKSkQ,306,I,43,37,False,False,False,False,kr,master
xpyM-dX9jhxS5DRiBem_U0-RZgEMDcyWy1d1jpRUwCOZT2w49cqJbrpEB7Z3AqMgLE4QTSZZ0ORAaQ,306,I,41,22,False,False,False,False,kr,master
UIps2JnzR-o6QZvsrHEteVjjRubnz-bNzVH4_md6Ajx-YeSxZ7DyK01rS_HS64__4qZDna4tRU-fEA,306,I,38,34,False,False,False,True,kr,master
GpMe7hKr0pe0DYSF8byLZgL652IaMPuUkBx_F2K3u2drf6jlU-a_mwA48il6GWVW27lyeF2bCH-0PQ,306,I,35,25,False,False,False,True,kr,master
2qb61nfoq0jGqj1TB2ee38hnUXAvwycxK5AEktplfvnXJ3_4Y8Y84eW1KhXyU4gytxShxEA92mHLNg,305,I,248,256,True,False,False,False,kr,master
b0NnJ9YEaRQB6TEF8xqsqAwKTsm5mjoQ_PZxtEdjOPcxhjrOq_gEyAsoYsrD2uooU4hxxYmubXO2Cg,305,I,199,207,True,False,False,False,kr,master
oEYUlDQu7C-zUXcVDidW2Jo6EbqueD4yYVukJkNxtg1riaUjstOgRM_YEvUDYlEZpBcADCzj0pCtRw,305,I,178,157,True,False,False,False,kr,master
3EVtLO2N71KsQUls6xF8ly4wyI2uTJDONNhYXhCZmVX7uDpq-osIMdyRofWXrvBSDvgUkmTUzmr9Mw,305,I,174,185,True,False,False,False,kr,master
qWSCMRiEOifjc9Ped7nhoHaIcS2HDmq225UvdgT4Ud9Pf4h7FxIoXd1uRz9IqaKbUnfaZb78Kle7OQ,305,I,173,151,False,False,True,False,kr,master
VsZBSOiabPAD16bB4Bhh0E1wLpT0x3ivDXy4z_iyvtaoSwRxuzvunhzPPZ_9rQnpQB0Ww4U9rV73Rw,305,I,143,140,True,False,False,False,kr,master
BK2cvsEoSFqaJ5eZupgPuAYs5RqLeRYo2ZtFT2beEpZAUoyCAkdcpWQoiqMWPziBlphBtgglaM11Jw,305,I,128,124,True,False,False,False,kr,master
1IWQ0GdvZxvKSOwHrNf6PuwWTy4XGpGhcrz8IYhJRRZIpW_zsskuV80aCmodVEnoXAGLrz1tImLmGw,305,I,125,94,True,False,False,False,kr,master
gpKTJM7bgBe4394ypnYoN6D8vJwF7GFaQsitZrA1Oi6f6_mtxwq4mzHs3ZOMqa_3lMMpyVJfHNmHyw,305,I,118,112,True,False,False,False,kr,master
3fPZ7el7mhQA_bRvSFnjM__Zk_8m_qPVQM9Z0Vu5kstoV-DkBEIMH3JNdvPAvjiNvOad-BiZej894A,305,I,115,88,False,False,False,False,kr,master
JTSEgzfkJ7uo_8-b2az37mSXjr71ABjyqZVX7ybJIfd76oO_mgNh0DcWaAaBrIx1DyKMtT31kG2wuQ,305,I,112,108,False,False,False,True,kr,master
9wIxXRcrmZSoIZJhwECiRY9JKIXhDO2dQ5D2G9bURQ29OotejdTr67FEarwo2NneqSgtGufTosy5Gw,305,I,109,111,True,False,False,False,kr,master
Am8YyGB6uKtTBdWd1RHrpRlaLFgkC_QJgoWciCuYekeE6PElB3ToFm-d6dzTGkLOz9_IcsjI7zhIZw,305,I,107,104,True,False,False,False,kr,master
UE1eP8zrrdUrLjxUXGTLh0X3r9KTtwmp9phQQIXE0dMtsSs2qX6DIklShgwmEf70Zj1Edd5NE3QGEw,305,I,105,85,True,False,False,False,kr,master
PSX_rEhke0fOGdkEESjYgZOqg9hLzWO2AQKMJRYugqku18TEoZWuWfBORspHIkwf5rEIbVngFL8H4A,305,I,96,97,True,False,False,True,kr,master
0KA0QDaFI7B13eFNFRpUbM5tmJ-7xjk8_nfx9H2wk2DyZotcUIkvkTY7JqnYv8nUy39PoY52kSRcdg,305,I,92,70,False,False,False,False,kr,master
DRp3Xhq3JIZfNEBpq--RftJCSlcNqRymUnavrLx4du9MGeQGIiu47pFwaKrINBHg_tyVY8d2xaB1tQ,305,I,91,85,False,False,False,False,kr,master
OnKxobytHEYqS6hVLtT6qNjB62_hIzfCx_sK_1ZYCC8LSPr2zRLQQCzkQ1_YfG03APhSg4CHDwGndw,305,I,89,82,True,False,False,False,kr,master
swk5wg8Xr7Icnrpe1sx22tnaRd9ySyAvC8D9k-nJspyCT12U0zcE6m3Ih14_0SMf3y4C1T5XoPtIwQ,305,I,87,63,False,False,False,False,kr,master
Y05FPqc2UtPYa1M6-FUbTHGDE0wZr4gcqd2wZUoitl0BaBT_8_vwogViZO94STQyDtjJAinufsyqdQ,305,I,77,62,False,False,False,False,kr,master
wh-Mpl4RQBWBdDftvYn_z_OuItVXAqMoNLgesQsKe7AG-Ibgnka2gTSsmT3OQuZjsG8rVzd1vYnZYQ,305,I,73,67,False,False,False,False,kr,master
Kz59LSxmrh0XEOZ7MntEgRSMXW_LVd5gHDeODuxD28UegQpj_xMYVrzr2dZtwidJZYhPh40BMYMDag,305,I,71,55,False,False,False,False,kr,master
EOMow11LaczrZZpPPD5h_Y47kKMuHv3lvUnK-tnFY5z2e9x4bLfhvR4PBBbcsliAobHWRdVehpWMfg,305,I,71,86,True,False,False,False,kr,master
z_7K_XjYkxCkiFIVrJTLz4qa8HOVVtLv2R7qt_tLdLD1prrdKj-NSyW1Un4yCFvfzf0fOLJqvgAgpg,305,I,64,55,False,False,False,True,kr,master
6syQBaBrEY1QCEk5W6MVQQzwOMSVFE4lVzkNJ959AVeIH6bHqnHPlxhFTVD867ALuaEGCu-uZzO4MQ,305,I,62,62,False,False,False,False,kr,master
wjby0B3Cg6ol0pfzuZNhNlVIjcvpt_o26QX0d05dlYeH1vWV-YN-gQuAbXQloAAQGtPYTVj7kboAug,305,I,59,54,False,False,False,False,kr,master
e7_ZEERqQ-B9-Sy-jQAJuNDj8oMKYVSq7qLjnZqt1vsJQJPgteScmIxD-EZv-8zRZt_h9wbYFuE82Q,305,I,55,47,False,False,False,True,kr,master
X989FLZDP3w_FWJvoE8zjpy9BpyXmM0bVvTWJBMBU6sJaadQ1roW6yaXB1SEl4U8RZB-9mGChS262g,305,I,47,39,False,False,False,False,kr,master
fzvRLNe7ITpYWHcK41Qgb_lVBybdOHrAQnwpGD3gwZRIPbpgVm1vjU07g9gcMgYq61f1HhgR2w8KDw,304,I,259,224,True,False,False,False,kr,master
QneOShBGJUqAbv5YuWKiqvJd8Ux17-nc0cACA_BVObTZ3V2Prswgg1K-fAgq1-BJBxbRvYqjQftXRQ,304,I,247,243,True,False,False,True,kr,master
uS7KbQbQpPkYmrTrlnR_tup5wfzmkHr30-2xJEDEQ8kuvwsWk2MeQyJY0rkZSeBRq5A31F-klfcC1w,304,I,185,169,True,False,False,False,kr,master
yAHS0Zv55XD-AaIxGT3rMwac6UTwzpALxjsTl6yIggc9lmKUNgWYlI880PLE8cUJaCvB52O8LkE4ng,304,I,160,175,True,False,False,False,kr,master
tOMoSHK9LOdxElGPYCPTSY2j14zRhKGuW3VOlnrs8CvwbnP5N8nQvgc_cR3P59OXdBqJq_3JTuxd0w,304,I,128,119,True,False,False,False,kr,master
U-Bum7lENplqiAaJqQ98BkdEZNN0VpNyGAgUghY8hqthN1nC2Dr18SZpV1hnkOeaRhD9rf9ImV4oog,304,I,128,120,True,False,False,False,kr,master
jxW1EOJfO1k3HbZZ9g1dWyt8Vf0aM_sQjBNATZx1m8fYqFvgp0mFkvIoLb5ZvR5sJcYOe_jpAdfqXw,304,I,109,108,True,False,False,False,kr,master
6VVCBHGGWSecTwtV8i71sSX4Z-_Iz6JCAPUa2pGhAYC5y_K5IbWsqvROQMr9M2NhTeUsFbgJixIVng,304,I,108,120,True,False,False,False,kr,master
ELXWvwbX01GxzW5kcEkKAc0gks5NgQL6QsKQQ5oCap8-iqUDvN3rRsDWcKKkShxAE7GJZDnTXYRuDA,304,I,107,81,False,False,False,False,kr,master
P_NkAI7MjyhgmrEs_oG7Hg7tGBwtd_VwyM8T-GHtF1X6LO6eqt3M5Ymyl-CDJEHC2uX4tMoaXLcJjQ,304,I,99,81,False,False,False,False,kr,master
PhmcQL74IquX8ZsEDljb3HESRQjGhfVlXLYXQ3RhVWAE9GTK6c4UClrhxHLoRk3z-wasuW-pg4UqFg,304,I,94,86,True,False,False,False,kr,master
pFmFwVulPRWEiKQKWwp8XFA6-alNQaDGIJs25N6WkMVlOnNn6j2zxaKZyBpNpPprYEojYJbrC-WTPw,304,I,74,69,False,False,False,False,kr,master
0LmKWJfE6X9aSXXmz0pyWqUNQZjULuGWx2dFWHCyCP4aQ-CY6Puot3c0S7usokDbU2pkp6HMoI6ruA,304,I,74,85,True,False,False,False,kr,master
A18sGl5udO0y1QBr2BuCYOtpbXw28ciHy40lkXr5xRLSPclYYwMugqfVSJkjuGNpgkbsNAbryzBl-w,304,I,70,68,False,False,False,True,kr,master
ne7pu3IKw_LD-dJ0jH61_gsNdU0uA4JIkKwdncP2yAhJqqAHBCCNbXQUPLyUN1HXCYoU7wsxxBflOQ,304,I,63,55,False,False,False,False,kr,master
lh6IO-Jm7uZSPEF8sUs8tYIVWm1hLJDH06T5jj7WtjLeX3-Uc_UU4ZCKrJFquX9bv9VRDAvbG8RMwA,304,I,61,58,False,False,False,False,kr,master
